key,date
t20s0250,2012-09-10
t20s0251,2012-09-10
t20s0252,2012-09-11
t20s0253,2012-09-12
t20s0254,2012-09-13
t20s0255,2012-09-15
t20s0256,2012-09-16
t20s0257,2012-09-18
t20s0258,2012-09-19
t20s0259,2012-09-19
t20s0260,2012-09-20
t20s0261,2012-09-21
t20s0262,2012-09-21
t20s0263,2012-09-22
t20s0264,2012-09-22
t20s0265,2012-09-23
t20s0266,2012-09-23
t20s0267,2012-09-24
t20s0268,2012-09-25
t20s0269,2012-09-26
t20s0270,2012-09-26
t20s0271,2012-09-27
t20s0272,2012-09-27
t20s0273,2012-09-27
t20s0274,2012-09-27
t20s0275,2012-09-28
t20s0276,2012-09-28
t20s0277,2012-09-28
t20s0278,2012-09-28
t20s0279,2012-09-29
t20s0280,2012-09-29
t20s0281,2012-09-29
t20s0282,2012-09-29
t20s0283,2012-09-30
t20s0284,2012-09-30
t20s0285,2012-09-30
t20s0286,2012-09-30
t20s0287,2012-10-01
t20s0288,2012-10-01
t20s0289,2012-10-01
t20s0290,2012-10-01
t20s0291,2012-10-02
t20s0292,2012-10-02
t20s0293,2012-10-03
t20s0294,2012-10-04
t20s0295,2012-10-04
t20s0296,2012-10-05
t20s0297,2012-10-05
t20s0298,2012-10-07
t20s0299,2012-10-07
t20s0300,2012-10-28
t20s0301,2012-10-28
t20s0302,2012-10-30
t20s0303,2012-10-30
t20s0304,2012-10-31
t20s0305,2012-12-10
t20s0306,2012-12-20
t20s0307,2012-12-21
t20s0308,2012-12-22
t20s0309,2012-12-23
t20s0310,2012-12-25
t20s0311,2012-12-26
t20s0312,2012-12-28
t20s0313,2013-01-19
t20s0314,2013-01-20
t20s0315,2013-01-26
t20s0316,2013-01-28
t20s0317,2013-02-09
t20s0318,2013-02-12
t20s0319,2013-02-13
t20s0320,2013-02-15
t20s0321,2013-03-02
t20s0322,2013-03-03
t20s0323,2013-03-03
t20s0324,2013-03-03
t20s0325,2013-03-03
t20s0326,2013-03-04
t20s0327,2013-03-05
t20s0328,2013-03-08
t20s0329,2013-03-15
t20s0330,2013-03-16
t20s0331,2013-03-31
t20s0332,2013-04-19
t20s0333,2013-04-20
t20s0334,2013-05-11
t20s0335,2013-05-12
t20s0336,2013-06-25
t20s0337,2013-06-27
t20s0338,2013-07-05
t20s0339,2013-07-05
t20s0340,2013-07-16
t20s0341,2013-07-27
t20s0342,2013-07-28
t20s0343,2013-07-29
t20s0344,2013-07-31
t20s0344,2013-08-01
t20s0345,2013-08-02
t20s0346,2013-08-04
t20s0347,2013-08-06
t20s0348,2013-08-23
t20s0349,2013-08-24
t20s0350,2013-08-27
t20s0351,2013-08-29
t20s0352,2013-08-29
t20s0353,2013-08-31
t20s0354,2013-08-31
t20s0355,2013-09-14
t20s0356,2013-09-15
t20s0357,2013-09-30
t20s0358,2013-10-10
t20s0359,2013-10-11
t20s0360,2013-10-31
t20s0361,2013-11-02
t20s0362,2013-11-04
t20s0363,2013-11-06
t20s0364,2013-11-13
t20s0365,2013-11-15
t20s0366,2013-11-15
t20s0367,2013-11-16
t20s0368,2013-11-16
t20s0369,2013-11-19
t20s0370,2013-11-20
t20s0371,2013-11-21
t20s0372,2013-11-22
t20s0373,2013-11-22
t20s0374,2013-11-23
t20s0375,2013-11-24
t20s0376,2013-11-26
t20s0377,2013-11-28
t20s0378,2013-11-30
t20s0379,2013-12-08
t20s0380,2013-12-11
t20s0381,2013-12-13
t20s0382,2014-01-11
t20s0383,2014-01-15
t20s0384,2014-01-19
t20s0385,2014-01-19
t20s0386,2014-01-20
t20s0387,2014-01-24
t20s0388,2014-01-29
t20s0389,2014-01-31
t20s0390,2014-01-31
t20s0391,2014-02-02
t20s0392,2014-02-02
t20s0393,2014-02-12
t20s0394,2014-02-14
t20s0395,2014-02-19
t20s0396,2014-02-21
t20s0397,2014-03-09
t20s0398,2014-03-11
t20s0399,2014-03-12
t20s0400,2014-03-13
t20s0401,2014-03-14
t20s0402,2014-03-16
t20s0403,2014-03-16
t20s0404,2014-03-17
t20s0405,2014-03-17
t20s0406,2014-03-18
t20s0407,2014-03-18
t20s0408,2014-03-19
t20s0409,2014-03-19
t20s0410,2014-03-20
t20s0411,2014-03-20
t20s0412,2014-03-21
t20s0413,2014-03-21
t20s0414,2014-03-21
t20s0415,2014-03-22
t20s0416,2014-03-22
t20s0417,2014-03-23
t20s0418,2014-03-23
t20s0419,2014-03-23
t20s0420,2014-03-24
t20s0421,2014-03-24
t20s0422,2014-03-24
t20s0423,2014-03-24
t20s0424,2014-03-25
t20s0425,2014-03-25
t20s0426,2014-03-26
t20s0427,2014-03-26
t20s0428,2014-03-27
t20s0429,2014-03-27
t20s0430,2014-03-27
t20s0431,2014-03-28
t20s0432,2014-03-28
t20s0433,2014-03-28
t20s0434,2014-03-29
t20s0435,2014-03-29
t20s0436,2014-03-29
t20s0437,2014-03-29
t20s0438,2014-03-30
t20s0439,2014-03-30
t20s0440,2014-03-30
t20s0441,2014-03-30
t20s0442,2014-03-31
t20s0443,2014-03-31
t20s0444,2014-03-31
t20s0445,2014-03-31
t20s0446,2014-04-01
t20s0447,2014-04-01
t20s0448,2014-04-01
t20s0449,2014-04-01
t20s0450,2014-04-02
t20s0451,2014-04-02
t20s0452,2014-04-03
t20s0453,2014-04-03
t20s0454,2014-04-03
t20s0455,2014-04-03
t20s0456,2014-04-04
t20s0457,2014-04-04
t20s0458,2014-04-06
t20s0459,2014-04-06
t20s0460,2014-05-20
t20s0461,2014-07-05
t20s0462,2014-07-06
t20s0463,2014-08-27
t20s0464,2014-08-30
t20s0465,2014-08-31
t20s0466,2014-09-01
t20s0467,2014-09-03
t20s0468,2014-09-03
t20s0469,2014-09-05
t20s0470,2014-09-07
t20s0471,2014-09-07
t20s0472,2014-10-05
t20s0473,2014-10-23
t20s0474,2014-10-25
t20s0475,2014-10-26
t20s0476,2014-11-02
t20s0477,2014-11-05
t20s0478,2014-11-07
t20s0479,2014-11-07
t20s0480,2014-11-09
t20s0481,2014-11-24
t20s0482,2014-12-04
t20s0483,2014-12-05
t20s0484,2015-01-09
t20s0485,2015-01-11
t20s0486,2015-01-14
t20s0487,2015-01-16
t20s0488,2015-01-17
t20s0489,2015-03-19
t20s0490,2015-03-20
t20s0491,2015-03-22
t20s0492,2015-04-24
t20s0493,2015-05-22
t20s0494,2015-05-23
t20s0495,2015-05-24
t20s0496,2015-05-25
t20s0497,2015-05-26
t20s0498,2015-06-20
t20s0499,2015-06-23
t20s0500,2015-07-01
t20s0501,2015-07-02
t20s0502,2015-07-05
t20s0503,2015-07-07
t20s0504,2015-07-09
t20s0505,2015-07-09
t20s0506,2015-07-10
t20s0507,2015-07-11
t20s0508,2015-07-12
t20s0509,2015-07-12
t20s0510,2015-07-13
t20s0511,2015-07-15
t20s0512,2015-07-15
t20s0513,2015-07-17
t20s0514,2015-07-17
t20s0515,2015-07-17
t20s0516,2015-07-19
t20s0517,2015-07-21
t20s0518,2015-07-23
t20s0519,2015-07-25
t20s0520,2015-07-25
t20s0521,2015-07-25
t20s0522,2015-07-30
t20s0523,2015-08-01
t20s0524,2015-08-09
t20s0525,2015-08-14
t20s0526,2015-08-16
t20s0527,2015-08-19
t20s0528,2015-08-21
t20s0529,2015-08-22
t20s0530,2015-08-26
t20s0531,2015-08-28
t20s0532,2015-08-31
t20s0533,2015-08-31
t20s0534,2015-09-27
t20s0535,2015-09-29
t20s0536,2015-09-30
t20s0537,2015-10-01
t20s0538,2015-10-02
t20s0539,2015-10-05
t20s0540,2015-10-26
t20s0541,2015-10-28
t20s0542,2015-10-29
t20s0543,2015-11-09
t20s0544,2015-11-11
t20s0545,2015-11-13
t20s0546,2015-11-15
t20s0547,2015-11-21
t20s0548,2015-11-22
t20s0549,2015-11-25
t20s0550,2015-11-26
t20s0551,2015-11-26
t20s0552,2015-11-27
t20s0553,2015-11-30
t20s0554,2015-11-30
t20s0555,2015-12-05
t20s0556,2016-01-07
t20s0557,2016-01-08
t20s0558,2016-01-10
t20s0559,2016-01-10
t20s0560,2016-01-15
t20s0561,2016-01-15
t20s0562,2016-01-17
t20s0563,2016-01-17
t20s0564,2016-01-20
t20s0565,2016-01-22
t20s0566,2016-01-22
t20s0567,2016-01-26
t20s0568,2016-01-29
t20s0569,2016-01-29
t20s0570,2016-01-30
t20s0571,2016-01-31
t20s0572,2016-01-31
t20s0573,2016-01-31
t20s0574,2016-02-03
t20s0575,2016-02-04
t20s0576,2016-02-07
t20s0577,2016-02-09
t20s0578,2016-02-09
t20s0579,2016-02-12
t20s0580,2016-02-14
t20s0581,2016-02-14
t20s0582,2016-02-16
t20s0583,2016-02-18
t20s0584,2016-02-19
t20s0585,2016-02-19
t20s0586,2016-02-19
t20s0587,2016-02-20
t20s0588,2016-02-21
t20s0589,2016-02-21
t20s0590,2016-02-21
t20s0591,2016-02-22
t20s0592,2016-02-22
t20s0593,2016-02-24
t20s0594,2016-02-25
t20s0595,2016-02-26
t20s0596,2016-02-27
t20s0597,2016-02-28
t20s0598,2016-02-29
t20s0599,2016-03-01
t20s0600,2016-03-02
t20s0601,2016-03-03
t20s0602,2016-03-04
t20s0603,2016-03-04
t20s0604,2016-03-04
t20s0605,2016-03-06
t20s0606,2016-03-06
t20s0607,2016-03-08
t20s0608,2016-03-08
t20s0609,2016-03-09
t20s0610,2016-03-09
t20s0611,2016-03-09
t20s0612,2016-03-09
t20s0613,2016-03-10
t20s0614,2016-03-10
t20s0615,2016-03-11
t20s0616,2016-03-12
t20s0617,2016-03-12
t20s0618,2016-03-13
t20s0619,2016-03-13
t20s0620,2016-03-15
t20s0621,2016-03-15
t20s0622,2016-03-15
t20s0623,2016-03-16
t20s0624,2016-03-16
t20s0625,2016-03-16
t20s0626,2016-03-17
t20s0627,2016-03-17
t20s0628,2016-03-18
t20s0629,2016-03-18
t20s0630,2016-03-18
t20s0631,2016-03-18
t20s0632,2016-03-19
t20s0633,2016-03-19
t20s0634,2016-03-20
t20s0635,2016-03-20
t20s0636,2016-03-20
t20s0637,2016-03-20
t20s0638,2016-03-21
t20s0639,2016-03-21
t20s0640,2016-03-22
t20s0641,2016-03-22
t20s0642,2016-03-23
t20s0643,2016-03-23
t20s0644,2016-03-23
t20s0645,2016-03-24
t20s0646,2016-03-24
t20s0647,2016-03-24
t20s0648,2016-03-25
t20s0649,2016-03-25
t20s0650,2016-03-26
t20s0651,2016-03-26
t20s0652,2016-03-26
t20s0653,2016-03-26
t20s0654,2016-03-27
t20s0655,2016-03-27
t20s0656,2016-03-27
t20s0657,2016-03-27
t20s0658,2016-03-28
t20s0659,2016-03-28
t20s0660,2016-03-30
t20s0661,2016-03-30
t20s0662,2016-03-31
t20s0663,2016-03-31
t20s0664,2016-04-03
t20s0665,2016-04-03
t20s0666,2016-06-18
t20s0667,2016-06-20
t20s0668,2016-06-22
t20s0669,2016-07-03
t20s0670,2016-07-05
t20s0671,2016-07-05
t20s0672,2016-07-07
t20s0673,2016-08-27
t20s0674,2016-08-28
t20s0675,2016-09-05
t20s0676,2016-09-05
t20s0677,2016-09-06
t20s0678,2016-09-07
t20s0679,2016-09-09
t20s0680,2016-09-23
t20s0681,2016-09-24
t20s0682,2016-09-27
t20s0683,2016-09-27
t20s0684,2016-11-21
t20s0685,2016-12-04
t20s0686,2016-12-14
t20s0687,2016-12-16
t20s0688,2016-12-18
t20s0689,2017-01-03
t20s0690,2017-01-06
t20s0691,2017-01-08
t20s0692,2017-01-14
t20s0693,2017-01-14
t20s0694,2017-01-15
t20s0695,2017-01-16
t20s0696,2017-01-16
t20s0697,2017-01-17
t20s0698,2017-01-18
t20s0699,2017-01-18
t20s0700,2017-01-19
t20s0701,2017-01-20
t20s0702,2017-01-20
t20s0703,2017-01-20
t20s0704,2017-01-20
t20s0705,2017-01-22
t20s0706,2017-01-25
t20s0707,2017-01-26
t20s0708,2017-01-29
t20s0709,2017-02-01
t20s0710,2017-02-17
t20s0711,2017-02-17
t20s0712,2017-02-17
t20s0713,2017-02-19
t20s0714,2017-02-19
t20s0715,2017-02-22
t20s0716,2017-02-22
t20s0717,2017-03-08
t20s0718,2017-03-10
t20s0719,2017-03-12
t20s0720,2017-03-26
t20s0721,2017-03-30
t20s0722,2017-04-01
t20s0723,2017-04-02
t20s0724,2017-04-04
t20s0725,2017-04-06
t20s0726,2017-04-12
t20s0727,2017-04-14
t20s0728,2017-04-14
t20s0729,2017-06-02
t20s0730,2017-06-03
t20s0731,2017-06-05
t20s0732,2017-06-21
t20s0733,2017-06-23
t20s0734,2017-06-25
t20s0735,2017-07-09
t20s0736,2017-09-06
t20s0737,2017-09-12
t20s0738,2017-09-13
t20s0739,2017-09-15
t20s0740,2017-09-16
t20s0741,2017-10-07
t20s0742,2017-10-10
t20s0743,2017-10-21
t20s0744,2017-10-26
t20s0745,2017-10-26
t20s0746,2017-10-27
t20s0747,2017-10-29
t20s0748,2017-10-29
t20s0749,2017-11-01
t20s0750,2017-11-04
t20s0751,2017-11-07
t20s0752,2017-11-09
t20s0753,2017-11-12
t20s0754,2017-11-14
t20s0755,2017-11-17
t20s0756,2017-11-19
t20s0757,2017-11-21
t20s0758,2017-12-20
t20s0759,2017-12-22
t20s0760,2017-12-24
t20s0761,2017-12-29
t20s0762,2018-01-01
t20s0763,2018-01-03
t20s0764,2018-01-22
t20s0765,2018-01-25
t20s0766,2018-01-28
t20s0767,2018-02-03
t20s0768,2018-02-05
t20s0769,2018-02-06
t20s0770,2018-02-07
t20s0771,2018-02-10
t20s0772,2018-02-13
t20s0773,2018-02-13
t20s0774,2018-02-15
t20s0775,2018-02-16
t20s0776,2018-02-16
t20s0777,2018-02-18
t20s0778,2018-02-18
t20s0779,2018-02-18
t20s0780,2018-02-18
t20s0781,2018-02-21
t20s0782,2018-02-21
t20s0783,2018-02-21
t20s0784,2018-02-24
t20s0785,2018-02-24
t20s0786,2018-03-06
t20s0787,2018-03-08
t20s0788,2018-03-10
t20s0789,2018-03-12
t20s0790,2018-03-14
t20s0791,2018-03-14
t20s0792,2018-03-16
t20s0793,2018-03-16
t20s0794,2018-03-18
t20s0795,2018-03-20
t20s0796,2018-03-22
t20s0797,2018-03-23
t20s0798,2018-03-25
t20s0799,2018-03-25
t20s0800,2018-03-26
t20s0801,2018-03-28
t20s0802,2018-03-28
t20s0803,2018-03-29
t20s0804,2018-03-30
t20s0805,2018-03-31
t20s0806,2018-04-01
t20s0807,2018-04-02
t20s0808,2018-04-03
t20s0809,2018-05-19
t20s0810,2018-05-20
t20s0811,2018-05-31
t20s0812,2018-06-03
t20s0813,2018-06-03
t20s0814,2018-06-03
t20s0815,2018-06-04
t20s0816,2018-06-04
t20s0817,2018-06-04
t20s0818,2018-06-05
t20s0819,2018-06-06
t20s0820,2018-06-06
t20s0821,2018-06-06
t20s0822,2018-06-06
t20s0823,2018-06-07
t20s0824,2018-06-07
t20s0825,2018-06-07
t20s0826,2018-06-07
t20s0827,2018-06-09
t20s0828,2018-06-09
t20s0829,2018-06-09
t20s0830,2018-06-10
t20s0831,2018-06-12
t20s0832,2018-06-12
t20s0833,2018-06-13
t20s0834,2018-06-13
t20s0835,2018-06-16
t20s0836,2018-06-17
t20s0837,2018-06-19
t20s0838,2018-06-20
t20s0839,2018-06-20
t20s0840,2018-06-20
t20s0841,2018-06-23
t20s0842,2018-06-23
t20s0843,2018-06-27
t20s0844,2018-06-27
t20s0845,2018-06-28
t20s0846,2018-06-28
t20s0847,2018-06-28
t20s0848,2018-06-29
t20s0849,2018-06-29
t20s0850,2018-07-01
t20s0851,2018-07-01
t20s0852,2018-07-01
t20s0853,2018-07-02
t20s0854,2018-07-03
t20s0855,2018-07-03
t20s0856,2018-07-04
t20s0857,2018-07-05
t20s0858,2018-07-06
t20s0859,2018-07-06
t20s0860,2018-07-07
t20s0861,2018-07-07
t20s0862,2018-07-07
t20s0863,2018-07-07
t20s0864,2018-07-08
t20s0865,2018-07-08
t20s0866,2018-07-08
t20s0867,2018-07-08
t20s0868,2018-07-08
t20s0869,2018-07-10
t20s0870,2018-07-10
t20s0871,2018-07-10
t20s0872,2018-07-10
t20s0873,2018-07-12
t20s0874,2018-07-12
t20s0875,2018-07-12
t20s0876,2018-07-12
t20s0877,2018-07-14
t20s0878,2018-07-14
t20s0879,2018-07-14
t20s0880,2018-07-14
t20s0881,2018-07-29
t20s0882,2018-07-31
t20s0883,2018-08-04
t20s0884,2018-08-05
t20s0885,2018-08-14
t20s0886,2018-08-20
t20s0887,2018-08-20
t20s0888,2018-08-20
t20s0889,2018-08-21
t20s0890,2018-08-21
t20s0891,2018-08-21
t20s0892,2018-08-22
t20s0893,2018-08-23
t20s0894,2018-08-23
t20s0895,2018-08-23
t20s0896,2018-08-23
t20s0897,2018-08-24
t20s0898,2018-08-24
t20s0899,2018-08-25
t20s0900,2018-08-25
t20s0901,2018-09-21
t20s0902,2018-09-22
t20s0903,2018-09-24
t20s0904,2018-09-25
t20s0905,2018-09-28
t20s0906,2018-09-29
t20s0907,2018-10-01
t20s0908,2018-10-04
t20s0909,2018-10-05
t20s0910,2018-10-06
t20s0911,2018-10-09
t20s0912,2018-10-12
t20s0913,2018-10-22
t20s0914,2018-10-24
t20s0915,2018-10-25
t20s0916,2018-10-26
t20s0917,2018-10-27
t20s0918,2018-10-27
t20s0919,2018-10-28
t20s0920,2018-10-29
t20s0921,2018-10-31
t20s0922,2018-11-02
t20s0923,2018-11-04
t20s0924,2018-11-04
t20s0925,2018-11-06
t20s0926,2018-11-09
t20s0927,2018-11-09
t20s0928,2018-11-09
t20s0929,2018-11-11
t20s0930,2018-11-11
t20s0931,2018-11-11
t20s0932,2018-11-12
t20s0933,2018-11-12
t20s0934,2018-11-13
t20s0935,2018-11-13
t20s0936,2018-11-14
t20s0937,2018-11-14
t20s0938,2018-11-15
t20s0939,2018-11-15
t20s0940,2018-11-16
t20s0941,2018-11-16
t20s0942,2018-11-17
t20s0943,2018-11-17
t20s0944,2018-11-17
t20s0945,2018-11-18
t20s0946,2018-11-18
t20s0947,2018-11-21
t20s0948,2018-11-22
t20s0949,2018-11-22
t20s0950,2018-11-23
t20s0951,2018-11-24
t20s0952,2018-11-25
t20s0953,2018-12-17
t20s0954,2018-12-20
t20s0955,2018-12-22
t20s0956,2019-01-11
t20s0957,2019-01-31
t20s0958,2019-01-31
t20s0959,2019-02-01
t20s0960,2019-02-01
t20s0961,2019-02-01
t20s0962,2019-02-01
t20s0963,2019-02-03
t20s0964,2019-02-03
t20s0965,2019-02-03
t20s0966,2019-02-06
t20s0967,2019-02-06
t20s0968,2019-02-06
t20s0969,2019-02-06
t20s0970,2019-02-08
t20s0971,2019-02-08
t20s0972,2019-02-10
t20s0973,2019-02-10
t20s0974,2019-02-13
t20s0975,2019-02-13
t20s0976,2019-02-15
t20s0977,2019-02-15
t20s0978,2019-02-17
t20s0979,2019-02-17
t20s0980,2019-02-18
t20s0981,2019-02-18
t20s0982,2019-02-18
t20s0983,2019-02-19
t20s0984,2019-02-19
t20s0985,2019-02-19
t20s0986,2019-02-21
t20s0987,2019-02-21
t20s0988,2019-02-21
t20s0989,2019-02-21
t20s0990,2019-02-22
t20s0991,2019-02-22
t20s0992,2019-02-22
t20s0993,2019-02-23
t20s0994,2019-02-24
t20s0995,2019-02-24
t20s0996,2019-02-24
t20s0997,2019-02-24
t20s0998,2019-02-24
t20s0999,2019-02-25
t20s1000,2019-02-25
t20s1001,2019-02-25
t20s1002,2019-02-27
t20s1003,2019-02-27
t20s1004,2019-02-27
t20s1005,2019-03-04
t20s1006,2019-03-05
t20s1007,2019-03-07
t20s1008,2019-03-08
t20s1009,2019-03-09
t20s1010,2019-03-10
t20s1011,2019-03-15
t20s1012,2019-03-16
t20s1013,2019-03-19
t20s1014,2019-03-22
t20s1015,2019-03-22
t20s1016,2019-03-22
t20s1017,2019-03-23
t20s1018,2019-03-23
t20s1019,2019-03-24
t20s1020,2019-03-24
t20s1021,2019-03-24
t20s1022,2019-03-24
t20s1023,2019-03-26
t20s1024,2019-03-28
t20s1025,2019-04-01
t20s1026,2019-04-02
t20s1027,2019-04-02
t20s1028,2019-04-03
t20s1029,2019-04-03
t20s1030,2019-05-05
t20s1031,2019-05-05
t20s1032,2019-05-05
t20s1033,2019-05-06
t20s1034,2019-05-06
t20s1035,2019-05-06
t20s1036,2019-05-06
t20s1037,2019-05-06
t20s1038,2019-05-06
t20s1039,2019-05-07
t20s1040,2019-05-08
t20s1041,2019-05-08
t20s1042,2019-05-08
t20s1043,2019-05-09
t20s1044,2019-05-09
t20s1045,2019-05-09
t20s1046,2019-05-09
t20s1047,2019-05-10
t20s1048,2019-05-10
t20s1049,2019-05-10
t20s1050,2019-05-11
t20s1051,2019-05-11
t20s1052,2019-05-12
t20s1053,2019-05-15
t20s1054,2019-05-18
t20s1055,2019-05-18
t20s1056,2019-05-19
t20s1057,2019-05-19
t20s1058,2019-05-20
t20s1059,2019-05-20
t20s1060,2019-05-21
t20s1061,2019-05-21
t20s1062,2019-05-21
t20s1063,2019-05-22
t20s1064,2019-05-22
t20s1065,2019-05-22
t20s1066,2019-05-22
t20s1067,2019-05-23
t20s1068,2019-05-23
t20s1069,2019-05-25
t20s1070,2019-05-26
t20s1071,2019-05-28
t20s1072,2019-05-29
t20s1073,2019-06-15
t20s1074,2019-06-16
t20s1075,2019-06-16
